TotalCharges,tenure,MonthlyCharges,PaymentMethod_Electronic check,InternetService_Fiber optic,Contract_Two year,gender_Male,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,TechSupport_Yes,Contract_One year,OnlineBackup_Yes,SeniorCitizen,MultipleLines_Yes
7107.0,65,111.05,False,True,False,False,True,True,False,False,False,True,0,True
7459.05,72,100.9,False,True,True,True,False,True,False,False,False,True,0,True
927.35,12,78.95,True,True,False,False,True,True,False,False,False,False,0,True
4748.7,71,66.85,False,False,False,True,True,True,True,True,True,True,0,True
113.85,5,21.05,False,False,False,True,False,False,False,False,False,False,0,False
1107.2,52,21.0,False,False,True,True,False,False,False,False,False,False,0,False
2514.5,25,98.5,True,True,False,False,False,True,True,False,False,True,1,False
20.2,1,20.2,False,False,False,True,False,False,False,False,False,False,0,False
19.45,1,19.45,True,False,False,False,False,False,True,False,False,False,0,False
3605.6,38,95.0,False,True,False,True,False,False,False,True,True,False,0,True
3027.25,66,45.55,False,False,False,False,False,False,True,False,True,True,1,False
7611.85,68,110.0,False,True,True,True,False,True,True,True,False,True,0,True
100.2,5,24.3,False,False,False,True,False,False,False,False,False,False,0,False
7303.05,72,104.15,True,True,False,False,True,True,True,False,True,True,0,True
927.65,32,30.15,False,False,False,False,True,False,False,False,True,False,0,False
3921.3,43,94.35,False,True,False,True,False,False,False,False,True,False,0,True
1363.25,72,19.4,False,False,True,True,False,False,True,False,False,False,0,False
5238.9,55,96.75,True,True,False,True,True,True,True,False,False,True,0,True
3042.25,52,57.95,False,False,False,False,True,False,False,True,True,False,0,False
3954.1,43,91.65,True,True,False,False,False,True,False,False,False,True,0,False
2868.15,37,76.5,True,True,False,False,False,True,True,False,False,False,1,True
3423.5,64,54.6,True,False,True,False,False,True,True,True,False,True,0,False
248.4,3,89.85,True,True,False,True,True,False,True,False,False,True,0,False
1126.35,36,31.05,False,False,True,False,True,False,False,False,False,False,0,False
1064.65,10,100.25,True,True,False,False,True,True,True,False,False,False,0,True
835.15,41,20.65,False,False,True,False,False,False,False,False,False,False,0,False
2151.6,27,85.2,False,True,False,True,False,True,True,True,False,True,0,True
5515.45,56,99.8,False,True,False,False,False,True,True,False,True,False,0,True
112.75,6,20.7,False,False,False,False,False,False,False,False,False,False,0,False
229.55,3,74.4,True,True,False,True,False,True,False,False,False,False,0,True
350.35,7,50.7,False,False,False,False,True,False,True,False,False,False,0,False
62.9,4,20.85,False,False,False,False,False,False,True,False,False,False,0,False
3027.65,33,88.95,True,True,True,True,True,True,False,True,False,False,0,False
2135.5,27,78.05,True,True,False,False,False,True,False,False,False,False,1,True
1723.95,72,23.55,False,False,True,True,False,True,True,False,False,False,0,True
19.75,1,19.75,False,False,False,True,False,False,False,False,False,False,0,False
3985.35,71,56.45,True,False,False,True,True,True,False,False,True,True,1,False
1215.65,13,85.95,True,True,False,False,False,True,False,False,False,False,0,True
1502.65,25,58.6,False,False,False,False,True,True,True,False,False,True,0,False
3260.1,67,50.55,False,False,True,True,False,False,False,True,False,False,0,False
35.45,1,35.45,True,False,False,True,False,True,False,False,False,False,0,False
81.25,2,44.35,True,False,False,True,False,False,False,False,False,False,0,False
1188.2,43,25.7,False,False,True,False,False,True,False,False,False,False,0,True
1778.5,23,75.0,False,True,False,False,True,True,False,False,False,False,0,False
1277.75,64,20.2,False,False,True,False,False,False,True,False,False,False,0,False
1170.55,57,19.6,False,False,True,True,False,True,False,False,False,False,0,False
70.45,1,70.45,False,True,False,False,False,True,True,False,False,False,1,False
6425.65,72,88.05,False,False,True,False,True,True,True,True,False,True,1,True
563.65,8,71.15,True,False,False,False,True,False,False,True,False,False,0,True
5971.25,61,101.05,False,True,True,False,False,True,True,False,False,True,0,True
5289.05,64,84.3,False,True,False,True,True,True,False,False,True,True,0,True
1756.2,71,23.95,False,False,True,True,False,False,True,False,False,False,1,True
6416.7,65,99.05,False,True,True,False,True,True,True,True,False,True,0,True
61.35,3,19.6,False,False,False,True,False,False,False,False,True,False,0,False
45.65,1,45.65,True,False,False,True,False,True,False,False,False,False,0,False
1929.95,30,64.5,False,False,False,True,False,False,False,False,True,True,0,False
1071.4,15,69.5,False,False,False,True,False,True,True,True,False,True,0,False
564.35,8,68.55,True,False,False,False,False,True,True,True,False,False,0,False
655.5,7,95.0,False,True,False,True,False,False,False,False,False,False,0,True
7930.55,70,108.15,False,True,False,False,True,True,True,False,True,True,0,True
5215.25,62,86.1,True,False,True,True,True,False,True,True,False,True,0,False
113.5,6,19.7,False,False,False,False,False,False,True,False,False,False,0,False
1152.8,14,80.9,False,True,False,False,False,True,True,False,False,False,0,False
1821.95,22,84.15,False,True,False,False,False,True,False,False,False,False,0,True
419.9,22,20.15,False,False,False,True,False,False,True,False,True,False,0,False
1024.0,16,64.25,False,False,True,True,True,False,True,False,False,False,0,False
251.6,10,25.7,False,False,True,True,False,False,False,False,False,False,0,True
764.55,13,56.0,True,False,False,False,True,True,False,False,False,True,0,False
1592.35,20,82.4,True,True,False,False,True,False,True,False,False,False,0,True
135.2,2,69.7,True,True,False,False,False,True,False,False,False,False,0,False
3958.25,53,73.9,False,False,True,True,False,True,False,True,False,True,0,True
233.9,11,20.6,False,False,False,False,False,False,True,False,True,False,0,False
1363.45,69,19.9,False,False,True,True,False,False,True,False,False,False,0,False
273.0,4,70.9,False,True,False,False,False,True,False,False,False,False,0,False
6254.45,72,89.05,False,False,True,True,True,True,True,True,False,True,0,True
2651.2,58,45.3,True,False,False,True,False,True,True,False,False,True,1,False
321.4,16,20.4,True,False,False,False,False,False,True,False,False,False,0,False
3539.25,43,84.25,False,True,False,True,True,True,True,True,True,False,0,False
242.8,2,104.4,True,True,False,False,False,True,True,True,False,False,0,True
1181.75,14,81.95,False,False,True,True,False,False,True,True,False,True,0,False
5000.2,53,94.85,False,True,False,False,False,True,True,False,True,False,0,False
654.55,32,20.55,False,False,False,False,False,False,False,False,True,False,0,False
780.2,34,24.7,True,False,False,False,False,False,True,False,False,False,0,True
1145.7,15,74.45,False,True,False,False,False,True,False,False,False,False,1,True
503.6,7,76.45,False,True,False,False,True,False,False,False,False,False,1,False
1559.25,15,105.35,False,True,False,False,False,True,True,False,False,True,0,True
1252.0,61,20.55,False,False,False,True,False,True,True,False,True,False,0,False
29.95,1,29.95,False,False,False,False,False,False,False,False,False,True,0,False
45.3,1,45.3,False,False,False,False,False,False,False,False,False,False,0,False
662.65,8,84.5,False,True,False,True,False,False,False,False,False,False,0,True
2453.3,33,74.75,False,False,False,True,True,False,True,False,True,False,0,False
1111.65,13,79.25,True,True,False,False,False,True,False,False,False,True,0,False
24.8,1,24.8,True,False,False,False,False,True,True,False,False,False,0,False
1023.85,20,51.8,False,False,False,True,False,True,False,False,False,True,0,False
82.15,3,30.4,True,False,False,True,False,False,False,True,False,False,0,False
244.8,13,19.65,True,False,False,False,False,False,False,False,True,False,0,False
2379.1,40,56.6,False,False,False,False,False,False,True,False,False,True,0,True
3173.35,43,71.9,False,False,False,True,True,True,True,True,True,False,0,True
531.0,6,91.0,True,True,False,True,False,True,True,False,False,True,0,False
1375.4,69,19.75,False,False,True,False,False,False,True,False,False,False,0,False
8129.3,72,109.7,False,True,True,False,True,False,True,False,False,True,0,True
1192.7,59,19.3,False,False,True,True,False,False,True,False,False,False,0,False
1901.65,20,96.55,True,True,False,False,True,True,True,True,False,True,0,False
587.4,24,24.1,False,False,True,True,False,True,True,False,False,False,0,True
6519.75,59,111.35,True,True,False,True,False,True,False,True,False,True,0,True
8041.65,72,112.25,False,True,True,True,False,True,True,True,False,True,0,True
20.75,1,20.75,False,False,False,True,False,False,False,False,False,False,0,False
2681.15,27,101.9,False,True,False,False,True,True,True,True,True,False,0,False
1112.3,14,80.05,False,True,False,False,False,True,False,True,False,True,0,False
7405.5,71,105.55,True,True,True,True,True,False,True,False,False,False,0,True
1033.95,13,78.3,False,True,False,True,False,True,False,False,False,False,0,False
2958.95,44,68.85,False,True,False,True,False,False,False,False,False,False,0,False
2684.85,33,79.95,False,True,False,False,False,True,False,True,True,True,0,False
4179.2,72,55.45,False,False,True,True,True,True,True,True,False,True,0,False
79.9,1,79.9,True,True,False,True,False,False,False,False,False,False,0,False
1934.45,19,106.6,True,True,False,False,True,True,False,True,False,False,0,False
6654.1,64,102.45,False,True,False,True,False,True,True,True,True,True,0,False
84.5,2,46.0,False,False,False,True,False,True,False,False,False,False,0,False
25.25,1,25.25,True,False,False,False,False,False,False,False,False,False,0,False
1124.2,61,19.75,False,False,True,True,False,False,False,False,False,False,0,False
540.05,29,20.0,True,False,False,False,False,False,True,False,True,False,0,False
1975.85,23,86.8,True,True,False,True,False,False,True,False,False,False,1,True
3437.45,57,58.75,False,False,False,False,True,True,True,False,False,True,0,False
3139.8,72,45.25,False,False,True,True,True,False,True,True,False,True,0,False
3789.2,66,56.6,False,False,True,True,True,True,True,True,False,True,0,False
5324.5,65,84.2,False,False,True,True,False,True,True,True,False,True,0,True
624.6,8,80.0,False,True,False,False,False,True,False,False,False,False,0,False
268.35,4,70.15,True,True,False,False,False,True,False,False,False,False,0,False
1836.9,71,24.75,False,False,True,False,False,False,True,False,False,False,0,True
20.2,1,20.2,True,False,False,True,False,True,True,False,True,False,0,False
179.35,4,50.05,False,False,False,True,False,False,True,True,False,False,0,False
219.35,12,19.35,False,False,False,False,False,True,False,False,True,False,0,False
1288.75,24,50.6,False,False,False,True,True,True,False,False,True,False,0,False
2545.75,31,81.15,False,False,False,False,True,True,True,True,True,False,0,False
55.2,1,55.2,False,False,False,False,False,False,True,False,False,False,0,False
2723.15,30,89.9,False,True,False,True,False,True,False,True,False,False,0,True
4107.25,47,85.3,False,False,True,False,True,True,True,True,False,True,0,True
5760.65,54,108.0,False,True,True,True,True,True,False,True,False,True,0,True
4747.5,50,93.5,False,True,False,True,True,True,False,True,False,True,0,False
84.6,1,84.6,False,True,False,True,True,True,False,False,False,False,0,False
1566.9,72,20.25,False,False,True,False,False,False,False,False,False,False,0,False
702.0,29,25.15,True,False,False,False,False,False,False,False,False,False,0,True
114.1,2,54.4,False,False,False,True,False,True,False,False,False,True,0,True
299.05,10,29.6,False,False,True,False,False,True,False,True,False,False,0,False
1305.95,18,73.15,True,True,False,True,False,True,True,False,False,False,0,True
1120.3,11,95.0,True,True,False,False,False,True,False,False,False,True,1,False
284.35,16,19.75,False,False,True,True,False,False,False,False,False,False,0,False
6350.5,72,86.6,False,False,True,False,False,False,False,True,False,True,0,True
7878.3,72,109.2,False,True,True,True,False,False,False,True,False,True,0,True
3187.65,41,74.7,False,False,False,False,True,True,True,True,True,False,0,False
6126.15,65,94.4,True,True,False,False,True,False,True,False,False,True,1,False
731.3,13,54.8,True,False,False,False,False,True,False,False,False,True,1,False
273.4,4,75.35,True,True,False,True,True,False,False,False,False,False,1,False
2531.8,41,65.0,False,False,False,True,False,False,False,False,True,False,0,True
1074.3,15,74.4,True,True,False,True,False,True,False,False,False,True,1,False
48.55,1,48.55,False,False,False,True,True,True,False,False,False,False,0,False
4298.45,42,99.0,True,True,False,True,True,True,False,False,True,True,0,True
4619.55,51,93.5,True,True,False,False,True,True,True,False,True,True,0,False
147.15,2,70.4,True,True,False,False,False,False,True,False,False,False,0,False
40.2,1,40.2,True,False,False,True,False,False,True,False,False,True,1,False
2633.3,32,83.7,False,False,False,True,False,False,False,True,True,True,0,True
193.05,10,19.85,False,False,False,True,False,True,False,False,False,False,0,False
4103.9,67,59.55,True,False,True,False,False,True,True,True,False,True,0,False
7008.15,61,115.1,False,True,True,False,True,False,True,True,False,True,0,True
5791.1,50,114.35,False,True,False,True,True,False,False,True,True,True,0,True
80.55,2,44.6,False,False,False,False,False,True,True,False,False,False,0,False
1228.65,29,45.0,True,False,False,False,True,True,True,False,False,False,1,False
132.2,3,41.15,True,False,False,True,False,True,False,False,False,False,1,False
1364.3,13,106.9,True,True,False,True,False,True,False,False,False,True,1,True
4925.35,57,89.85,True,True,False,True,False,True,True,False,False,True,1,True
1520.1,31,49.85,False,False,True,False,True,True,False,True,False,True,0,False
5032.25,45,113.3,False,True,False,False,True,False,True,True,True,True,0,True
5526.75,61,88.1,False,False,True,False,True,False,True,True,False,True,0,True
1195.25,50,24.9,False,False,True,True,False,False,False,False,False,False,0,True
2007.25,19,105.0,False,True,False,False,True,True,False,True,False,True,1,False
1099.6,59,19.35,False,False,True,True,False,False,False,False,False,False,0,False
1732.95,71,24.25,False,False,True,False,False,True,True,False,False,False,0,True
1511.2,16,94.45,True,True,False,False,False,True,False,True,False,False,1,False
3450.15,57,59.75,True,False,True,True,True,True,True,True,False,True,0,False
24.8,1,24.8,False,False,False,True,False,False,False,False,False,False,0,False
2172.05,20,107.05,True,True,False,True,False,False,True,True,False,True,1,True
70.6,1,70.6,False,True,False,True,False,False,False,False,False,False,0,False
401.1,5,85.4,True,True,False,True,False,True,True,True,False,True,0,True
5624.85,52,105.05,True,True,False,False,False,True,True,False,False,True,0,True
1339.8,21,64.95,False,False,False,True,True,True,True,False,False,True,1,False
771.95,14,55.0,True,False,False,True,False,True,False,True,False,False,0,False
244.75,5,50.55,False,False,False,False,False,False,False,False,False,True,0,False
322.9,6,55.15,False,False,False,False,True,False,False,False,False,True,0,False
498.25,10,51.2,True,False,False,False,False,False,False,False,False,True,0,False
25.4,1,25.4,False,False,False,False,False,False,False,False,False,False,0,True
3687.75,68,54.45,False,False,False,False,True,False,False,False,False,False,0,True
1779.95,18,95.15,False,True,False,True,False,False,True,False,False,False,0,False
1783.6,22,76.0,False,True,False,False,False,True,False,False,True,False,0,True
927.15,20,44.35,True,False,False,False,False,True,False,False,False,False,0,False
70.0,1,70.0,True,True,False,True,False,False,True,False,False,False,0,False
606.55,8,74.5,True,True,False,True,False,True,False,False,False,True,1,False
435.4,10,44.85,False,False,False,True,False,True,False,False,False,False,0,False
1712.7,24,76.1,True,True,False,True,False,True,False,False,False,False,1,True
2021.2,35,61.2,False,False,False,True,True,False,False,False,True,True,0,False
1940.8,23,86.8,False,True,False,True,False,False,True,True,True,True,0,False
567.8,6,89.35,True,True,False,False,False,True,False,False,False,False,1,False
220.35,12,19.7,False,False,False,False,False,False,False,False,False,False,0,False
20.25,1,20.25,False,False,False,True,False,False,False,False,False,False,0,False
5436.45,71,76.05,True,True,True,False,False,False,True,False,False,False,0,False
3437.5,35,100.8,True,True,False,True,False,True,True,False,False,False,1,True
3015.75,40,74.55,True,False,False,True,False,True,True,False,False,False,0,True
73.6,1,73.6,False,True,False,False,True,True,False,False,False,False,0,False
1509.8,23,64.9,False,False,False,True,False,True,False,False,True,False,0,False
396.1,4,95.45,True,True,False,False,False,True,False,False,False,False,1,True
356.65,4,90.4,True,True,False,True,False,True,False,True,False,False,0,False
4109.0,68,60.3,False,False,True,False,False,False,True,True,False,True,0,False
3141.7,38,81.85,False,True,False,True,False,True,False,False,False,True,0,True
1229.1,52,24.8,False,False,True,True,False,False,True,False,False,False,0,True
2303.35,32,74.9,True,True,False,True,False,True,True,False,False,False,1,True
2054.4,29,75.55,False,False,True,True,False,False,True,True,False,False,0,False
3741.85,38,101.15,True,True,False,True,False,False,True,False,False,True,1,True
3682.45,48,78.75,False,False,False,True,True,True,False,False,True,False,0,True
19.25,1,19.25,False,False,False,False,False,True,False,False,False,False,0,False
1886.25,22,89.05,True,True,False,False,True,True,False,True,False,False,0,False
4895.1,43,115.05,False,True,True,False,True,False,False,True,False,True,0,True
341.6,5,69.35,True,True,False,False,False,True,True,False,False,False,1,False
415.55,5,80.6,True,True,False,True,False,True,False,False,False,False,0,False
5686.4,51,110.05,False,True,False,True,True,False,True,True,True,True,0,True
1355.1,71,19.9,False,False,True,True,False,True,False,False,False,False,0,False
3058.65,38,80.3,False,False,False,False,True,False,True,True,True,True,0,False
2231.05,24,93.15,True,True,False,True,False,True,True,False,False,False,1,False
3236.35,35,91.5,False,True,False,True,False,True,True,True,False,False,0,True
4350.1,54,82.45,False,False,False,False,True,False,False,True,True,True,1,True
4264.0,72,60.0,True,False,True,False,False,True,True,True,False,True,0,False
44.8,1,44.8,True,False,False,True,False,True,False,False,False,False,0,False
422.3,9,48.6,False,False,False,False,True,False,True,False,True,False,0,False
4176.7,69,60.05,False,False,True,True,True,True,False,True,False,True,0,False
5138.1,52,102.7,False,True,False,False,False,True,True,True,False,True,0,True
880.05,11,82.9,True,True,False,False,False,True,True,True,False,False,1,False
139.05,2,70.35,True,True,False,False,False,True,False,False,False,False,1,False
973.65,28,35.9,True,False,False,False,False,True,True,False,False,False,1,False
1470.05,17,82.65,False,True,False,False,False,True,False,False,False,False,1,True
739.35,35,19.85,False,False,True,False,False,True,True,False,False,False,0,False
161.95,8,19.2,False,False,False,False,False,True,False,False,True,False,0,False
4422.95,46,94.9,False,True,False,True,False,True,False,False,True,True,0,True
511.25,7,73.85,True,True,False,False,False,True,False,False,False,False,0,True
155.8,2,80.6,False,True,False,False,False,False,False,False,False,False,0,True
5293.95,68,75.8,False,False,False,True,False,True,True,True,True,True,0,True
4759.85,43,104.6,True,True,True,False,False,True,False,False,False,True,0,True
6148.45,68,88.15,True,False,True,False,True,True,False,True,False,True,0,True
3565.65,36,94.8,False,True,False,False,False,True,False,False,False,True,0,False
6603.0,63,103.4,True,True,False,True,False,True,True,False,False,True,0,True
1830.1,32,54.65,False,False,False,False,False,False,False,True,False,True,1,False
6223.8,71,85.75,False,False,True,False,True,False,True,True,False,True,0,True
4508.65,66,67.45,False,False,False,False,True,True,True,False,False,True,0,True
1328.15,63,20.5,False,False,False,True,False,False,False,False,True,False,0,False
865.0,41,20.25,False,False,False,False,False,True,False,False,True,False,0,False
72.1,1,72.1,True,True,False,False,False,True,False,False,False,False,1,True
168.2,2,90.4,True,True,False,False,False,True,False,False,False,False,0,False
1303.5,70,19.45,False,False,True,False,False,False,True,False,False,False,0,False
996.85,23,44.95,True,False,False,False,False,True,False,False,False,False,0,False
6430.9,64,97.0,False,True,False,False,True,False,True,False,True,True,1,False
2278.75,37,62.8,False,False,True,True,True,True,True,True,False,False,0,True
681.4,17,44.6,False,False,False,True,False,False,False,False,True,False,0,False
574.35,7,89.15,True,True,False,False,False,True,False,False,False,False,1,False
371.9,4,84.8,False,True,False,True,False,True,True,False,False,True,0,True
840.1,21,41.9,True,False,False,False,True,True,False,False,False,False,1,False
846.0,10,80.25,False,True,False,False,False,True,False,False,False,False,0,False
889.0,16,54.1,True,False,False,False,True,True,False,False,False,False,1,True
6823.4,64,105.25,True,True,True,True,False,True,True,True,False,True,0,True
805.1,27,30.75,False,False,False,True,True,False,True,False,False,False,1,False
4016.75,42,97.1,True,True,False,True,True,False,True,False,True,False,0,True
83.75,5,20.2,False,False,False,True,False,False,False,False,False,False,0,False
3959.15,41,98.8,False,True,True,False,False,True,False,True,False,True,0,False
2878.55,58,50.3,False,False,False,True,False,False,True,False,True,False,0,False
945.7,47,20.55,False,False,True,False,False,True,False,False,False,False,0,False
1373.05,18,75.9,False,True,False,True,False,True,False,True,False,False,0,False
492.55,5,96.5,False,True,False,True,False,False,False,False,False,False,0,False
1406.0,23,59.95,False,False,False,True,True,True,True,False,False,False,0,False
19.15,1,19.15,False,False,False,False,False,False,False,False,False,False,0,False
6962.85,71,98.65,False,True,False,True,False,True,True,False,True,False,0,True
8126.65,72,112.6,False,True,True,True,True,True,True,True,False,True,0,True
690.25,33,20.6,False,False,False,True,False,False,True,False,True,False,0,False
181.5,2,85.65,True,True,False,True,False,True,False,False,False,False,0,True
830.8,24,35.75,False,False,True,True,True,False,False,True,False,False,0,False
5608.4,56,99.75,False,True,False,False,False,True,True,True,True,True,0,True
3646.8,37,96.1,False,True,False,True,False,True,False,False,False,True,0,False
3662.25,43,85.1,False,False,False,False,False,False,False,True,True,True,0,True
25.35,1,25.35,False,False,False,True,False,False,False,False,False,False,0,False
2566.5,25,104.95,False,True,False,False,False,True,True,True,False,False,0,True
5308.7,61,89.65,True,False,True,False,True,False,False,True,False,True,0,True
1410.25,17,86.75,True,True,False,True,False,False,False,True,True,False,0,True
3339.05,41,86.2,False,True,False,False,False,True,True,True,True,True,0,False
50.65,1,50.65,False,False,False,True,False,False,False,False,False,True,0,False
4732.35,72,64.8,False,False,True,True,True,True,True,True,False,True,1,False
90.85,1,90.85,False,True,False,True,False,True,False,False,False,True,0,True
5067.45,48,108.1,False,True,True,True,False,True,False,False,False,True,0,True
214.75,11,19.95,False,False,False,True,False,False,True,False,False,False,1,False
4874.7,55,85.45,True,True,False,False,False,True,True,False,False,True,1,True
2348.45,42,54.75,True,False,False,False,True,True,False,True,True,True,0,False
4063.0,44,90.4,False,True,False,True,False,True,False,False,False,False,0,True
44.0,1,44.0,True,False,False,True,False,False,False,False,False,False,0,False
2595.25,27,95.6,False,True,False,False,False,True,False,False,False,False,0,True
2309.55,27,84.8,False,False,False,True,False,True,True,True,False,True,1,True
89.3,2,44.3,True,False,False,False,False,True,False,False,False,False,1,False
367.55,19,19.9,False,False,False,False,False,False,False,False,False,False,0,False
3944.5,42,95.05,True,True,False,False,False,True,True,False,False,False,1,True
5965.95,66,90.05,False,False,True,False,True,True,False,True,False,True,0,True
